sa1,fp_alp,fp_lib,fp_nat,fp_lnp,fp_grn,fp_onp,fp_oth,tcp_alp,tcp_lib,tcp_nat,tcp_lnp,tcp_grn,tcp_onp,tcp_oth,tpp_alp,tpp_lnp
3104907,0.3357,0.2869,0,0.2869,0.2784,0.0287,0.0703,0.6224,0,0,0,0.3776,0,0,0.6289,0.3711
3104908,0.333,0.2955,0,0.2955,0.2752,0.0284,0.0679,0.6241,0,0,0,0.3759,0,0,0.6211,0.3789
3104909,0.3376,0.2804,0,0.2804,0.2879,0.0278,0.0664,0.6183,0,0,0,0.3817,0,0,0.6382,0.3618
3104910,0.3353,0.2941,0,0.2941,0.2762,0.0279,0.0666,0.6259,0,0,0,0.3741,0,0,0.6238,0.3762
3104911,0.335,0.2892,0,0.2892,0.2795,0.028,0.0682,0.6232,0,0,0,0.3768,0,0,0.6277,0.3723
3104912,0.334,0.297,0,0.297,0.2722,0.0281,0.0688,0.6281,0,0,0,0.3719,0,0,0.62,0.38
3104915,0.3346,0.2972,0,0.2972,0.2736,0.0275,0.067,0.6291,0,0,0,0.3709,0,0,0.621,0.379
3104916,0.3315,0.286,0,0.286,0.2821,0.0286,0.0717,0.6188,0,0,0,0.3812,0,0,0.6287,0.3713
3104917,0.3322,0.2901,0,0.2901,0.2793,0.0279,0.0705,0.6234,0,0,0,0.3766,0,0,0.6255,0.3745
3104919,0.3312,0.2854,0,0.2854,0.2832,0.0285,0.0717,0.6183,0,0,0,0.3817,0,0,0.6294,0.3706
3104920,0.3287,0.2801,0,0.2801,0.2868,0.0292,0.0752,0.6125,0,0,0,0.3875,0,0,0.6324,0.3676
3104921,0.3278,0.2744,0,0.2744,0.2882,0.0303,0.0793,0.6123,0,0,0,0.3877,0,0,0.6357,0.3643
3104925,0.3315,0.2803,0,0.2803,0.2845,0.0291,0.0746,0.6163,0,0,0,0.3837,0,0,0.6325,0.3675
3104926,0.332,0.2924,0,0.2924,0.276,0.0284,0.0712,0.6237,0,0,0,0.3763,0,0,0.6226,0.3774
3105001,0.3326,0.2871,0,0.2871,0.2841,0.0262,0.0701,0.6225,0,0,0,0.3775,0,0,0.6305,0.3695
3105002,0.3324,0.2762,0,0.2762,0.2869,0.0288,0.0757,0.6164,0,0,0,0.3836,0,0,0.6351,0.3649
3105003,0.3323,0.2904,0,0.2904,0.2789,0.0279,0.0704,0.6237,0,0,0,0.3763,0,0,0.6251,0.3749
3105004,0.3336,0.2803,0,0.2803,0.287,0.0271,0.0721,0.6193,0,0,0,0.3807,0,0,0.6349,0.3651
3105005,0.3362,0.2833,0,0.2833,0.2812,0.0273,0.072,0.6252,0,0,0,0.3748,0,0,0.631,0.369
3105006,0.3355,0.2899,0,0.2899,0.2755,0.0282,0.071,0.6276,0,0,0,0.3724,0,0,0.6246,0.3754
3105007,0.3395,0.3048,0,0.3048,0.2629,0.0269,0.066,0.6423,0,0,0,0.3577,0,0,0.6138,0.3862
3105008,0.3362,0.2822,0,0.2822,0.2813,0.0277,0.0726,0.6249,0,0,0,0.3751,0,0,0.6317,0.3683
3105009,0.3374,0.2804,0,0.2804,0.2818,0.0279,0.0726,0.6265,0,0,0,0.3735,0,0,0.6325,0.3675
3105010,0.3317,0.2755,0,0.2755,0.2858,0.0292,0.0778,0.6137,0,0,0,0.3863,0,0,0.6348,0.3652
3105011,0.3384,0.2751,0,0.2751,0.2847,0.0287,0.0731,0.6241,0,0,0,0.3759,0,0,0.6369,0.3631
3105012,0.3371,0.2777,0,0.2777,0.2831,0.0282,0.0739,0.6247,0,0,0,0.3753,0,0,0.6342,0.3658
3105013,0.3378,0.2874,0,0.2874,0.2726,0.0282,0.074,0.6284,0,0,0,0.3716,0,0,0.6256,0.3744
3105014,0.3403,0.2823,0,0.2823,0.2747,0.0276,0.0751,0.6305,0,0,0,0.3695,0,0,0.6295,0.3705
3105015,0.3443,0.2897,0,0.2897,0.2619,0.0256,0.0784,0.6402,0,0,0,0.3598,0,0,0.6222,0.3778
3105301,0.3297,0.2585,0,0.2585,0.3144,0.0271,0.0702,0.5953,0,0,0,0.4047,0,0,0.6578,0.3422
3105302,0.3308,0.2601,0,0.2601,0.3142,0.0265,0.0684,0.5975,0,0,0,0.4025,0,0,0.6579,0.3421
3105303,0.3281,0.2722,0,0.2722,0.3018,0.0259,0.0719,0.6078,0,0,0,0.3922,0,0,0.6465,0.3535
3105305,0.3292,0.2813,0,0.2813,0.2913,0.0272,0.0711,0.6142,0,0,0,0.3858,0,0,0.6359,0.3641
3105306,0.326,0.2627,0,0.2627,0.3086,0.0275,0.0751,0.5972,0,0,0,0.4028,0,0,0.653,0.347
3105307,0.3278,0.2616,0,0.2616,0.3151,0.0245,0.071,0.5974,0,0,0,0.4026,0,0,0.6579,0.3421
3105308,0.3262,0.2582,0,0.2582,0.3168,0.0257,0.0731,0.5927,0,0,0,0.4073,0,0,0.6597,0.3403
3105309,0.3309,0.2744,0,0.2744,0.3015,0.025,0.0682,0.6102,0,0,0,0.3898,0,0,0.6455,0.3545
3105310,0.3293,0.2668,0,0.2668,0.3087,0.0258,0.0695,0.6021,0,0,0,0.3979,0,0,0.6518,0.3482
3105311,0.3307,0.2582,0,0.2582,0.3176,0.0251,0.0684,0.5962,0,0,0,0.4038,0,0,0.6609,0.3391
3105312,0.3323,0.2633,0,0.2633,0.3102,0.0261,0.0681,0.6014,0,0,0,0.3986,0,0,0.6553,0.3447
3105313,0.326,0.2534,0,0.2534,0.3184,0.0264,0.0758,0.5895,0,0,0,0.4105,0,0,0.6627,0.3373
3105314,0.3306,0.2807,0,0.2807,0.2933,0.0263,0.069,0.6145,0,0,0,0.3855,0,0,0.6375,0.3625
3105315,0.328,0.2638,0,0.2638,0.3079,0.0261,0.0741,0.6006,0,0,0,0.3994,0,0,0.6531,0.3469
3105316,0.3312,0.2803,0,0.2803,0.2947,0.0265,0.0673,0.6142,0,0,0,0.3858,0,0,0.6378,0.3622
3105317,0.3293,0.2751,0,0.2751,0.2991,0.0257,0.0708,0.6112,0,0,0,0.3888,0,0,0.642,0.358
3105318,0.332,0.2683,0,0.2683,0.3058,0.0246,0.0693,0.609,0,0,0,0.391,0,0,0.6509,0.3491
3105319,0.328,0.2793,0,0.2793,0.2945,0.0261,0.072,0.6156,0,0,0,0.3844,0,0,0.636,0.364
3105320,0.3308,0.278,0,0.278,0.2981,0.0245,0.0686,0.617,0,0,0,0.383,0,0,0.6405,0.3595
3105321,0.3281,0.2929,0,0.2929,0.2851,0.0242,0.0696,0.6289,0,0,0,0.3711,0,0,0.6241,0.3759
3105322,0.3325,0.2852,0,0.2852,0.2906,0.0247,0.0671,0.6233,0,0,0,0.3767,0,0,0.6339,0.3661
3105323,0.3329,0.2809,0,0.2809,0.2934,0.0253,0.0675,0.6186,0,0,0,0.3814,0,0,0.6381,0.3619
3105324,0.3326,0.2738,0,0.2738,0.2989,0.0262,0.0685,0.6117,0,0,0,0.3883,0,0,0.6444,0.3556
3105325,0.3338,0.2755,0,0.2755,0.2979,0.0247,0.0681,0.617,0,0,0,0.383,0,0,0.6441,0.3559
3105326,0.3315,0.2781,0,0.2781,0.2938,0.0264,0.0703,0.616,0,0,0,0.384,0,0,0.6389,0.3611
3105327,0.3313,0.2924,0,0.2924,0.2841,0.0247,0.0676,0.6292,0,0,0,0.3708,0,0,0.626,0.374
3105328,0.3337,0.2899,0,0.2899,0.2861,0.0241,0.0663,0.6284,0,0,0,0.3716,0,0,0.63,0.37
3105329,0.3321,0.2915,0,0.2915,0.282,0.0264,0.068,0.6252,0,0,0,0.3748,0,0,0.6267,0.3733
3105330,0.3324,0.2966,0,0.2966,0.277,0.0263,0.0678,0.63,0,0,0,0.37,0,0,0.6214,0.3786
3105332,0.3272,0.2861,0,0.2861,0.2886,0.0259,0.0722,0.6206,0,0,0,0.3794,0,0,0.6295,0.3705
3105333,0.3272,0.2837,0,0.2837,0.2962,0.0237,0.0692,0.6202,0,0,0,0.3798,0,0,0.6347,0.3653
3105334,0.3294,0.2845,0,0.2845,0.2904,0.0259,0.0699,0.6188,0,0,0,0.3812,0,0,0.6324,0.3676
3105335,0.3319,0.2868,0,0.2868,0.2845,0.0267,0.07,0.6188,0,0,0,0.3812,0,0,0.6302,0.3698
3105336,0.3297,0.2822,0,0.2822,0.2946,0.0248,0.0688,0.6189,0,0,0,0.3811,0,0,0.636,0.364
3105339,0.3451,0.2409,0,0.2409,0.3265,0.0242,0.0633,0.5983,0,0,0,0.4017,0,0,0.6824,0.3176
3105340,0.3285,0.2901,0,0.2901,0.2872,0.0247,0.0696,0.6259,0,0,0,0.3741,0,0,0.6272,0.3728
3105341,0.326,0.2731,0,0.2731,0.2993,0.0284,0.0732,0.6042,0,0,0,0.3958,0,0,0.6419,0.3581
3105342,0.3439,0.3265,0,0.3265,0.2406,0.0257,0.0633,0.6491,0,0,0,0.3509,0,0,0.5966,0.4034
3105343,0.3281,0.2694,0,0.2694,0.3047,0.0263,0.0715,0.6044,0,0,0,0.3956,0,0,0.6479,0.3521
3105401,0.3317,0.2289,0,0.2289,0.3449,0.026,0.0685,0.5691,0,0,0,0.4309,0,0,0.6934,0.3066
3105408,0.3257,0.245,0,0.245,0.3279,0.0288,0.0726,0.5772,0,0,0,0.4228,0,0,0.6722,0.3278
3105409,0.33,0.2338,0,0.2338,0.3379,0.0274,0.0709,0.5714,0,0,0,0.4286,0,0,0.6863,0.3137
3105410,0.3289,0.2362,0,0.2362,0.3375,0.027,0.0704,0.5735,0,0,0,0.4265,0,0,0.6847,0.3153
3105501,0.3225,0.2423,0,0.2423,0.3314,0.0273,0.0765,0.5803,0,0,0,0.4197,0,0,0.6701,0.3299
3105502,0.3261,0.2704,0,0.2704,0.304,0.0273,0.0722,0.6041,0,0,0,0.3959,0,0,0.6442,0.3558
3105503,0.3259,0.261,0,0.261,0.3102,0.0274,0.0754,0.5974,0,0,0,0.4026,0,0,0.6528,0.3472
3105504,0.327,0.2651,0,0.2651,0.3078,0.0274,0.0728,0.5993,0,0,0,0.4007,0,0,0.6491,0.3509
3105505,0.3229,0.2589,0,0.2589,0.3126,0.029,0.0766,0.5902,0,0,0,0.4098,0,0,0.6528,0.3472
3105506,0.3263,0.2671,0,0.2671,0.3078,0.027,0.0718,0.6008,0,0,0,0.3992,0,0,0.6483,0.3517
3105507,0.3248,0.2652,0,0.2652,0.3086,0.0275,0.0739,0.5979,0,0,0,0.4021,0,0,0.6489,0.3511
3105508,0.3228,0.2503,0,0.2503,0.3233,0.0275,0.0761,0.5864,0,0,0,0.4136,0,0,0.6623,0.3377
3105509,0.3227,0.258,0,0.258,0.3184,0.0272,0.0737,0.5912,0,0,0,0.4088,0,0,0.6567,0.3433
3105510,0.3266,0.2702,0,0.2702,0.3011,0.0281,0.074,0.6012,0,0,0,0.3988,0,0,0.6438,0.3562
3105511,0.3252,0.27,0,0.27,0.3055,0.0278,0.0716,0.6009,0,0,0,0.3991,0,0,0.6451,0.3549
3105512,0.3273,0.2616,0,0.2616,0.3111,0.0271,0.073,0.5988,0,0,0,0.4012,0,0,0.6528,0.3472
3105513,0.3271,0.2757,0,0.2757,0.2989,0.0268,0.0715,0.6104,0,0,0,0.3896,0,0,0.6393,0.3607
3105514,0.3287,0.2797,0,0.2797,0.2939,0.0269,0.0709,0.6137,0,0,0,0.3863,0,0,0.6359,0.3641
3105515,0.3287,0.2856,0,0.2856,0.2878,0.0266,0.0713,0.6196,0,0,0,0.3804,0,0,0.6299,0.3701
3105516,0.325,0.2641,0,0.2641,0.3121,0.026,0.0728,0.6,0,0,0,0.4,0,0,0.6509,0.3491
3105517,0.3255,0.2648,0,0.2648,0.3077,0.028,0.074,0.5987,0,0,0,0.4013,0,0,0.6484,0.3516
3105519,0.3318,0.2695,0,0.2695,0.3055,0.026,0.0672,0.6052,0,0,0,0.3948,0,0,0.6496,0.3504
3105523,0.3277,0.28,0,0.28,0.2968,0.0254,0.0701,0.6158,0,0,0,0.3842,0,0,0.6366,0.3634
3105524,0.3291,0.267,0,0.267,0.3066,0.027,0.0703,0.6021,0,0,0,0.3979,0,0,0.6493,0.3507
3105525,0.3256,0.2665,0,0.2665,0.3057,0.0283,0.0739,0.5988,0,0,0,0.4012,0,0,0.6474,0.3526
3105526,0.3276,0.2574,0,0.2574,0.3144,0.0273,0.0733,0.5948,0,0,0,0.4052,0,0,0.657,0.343
3105527,0.3302,0.2678,0,0.2678,0.3051,0.0262,0.0707,0.6058,0,0,0,0.3942,0,0,0.649,0.351
3105528,0.3309,0.2616,0,0.2616,0.312,0.0258,0.0697,0.6019,0,0,0,0.3981,0,0,0.6561,0.3439
3105529,0.3324,0.2743,0,0.2743,0.3025,0.0255,0.0652,0.6102,0,0,0,0.3898,0,0,0.6457,0.3543
3105530,0.3266,0.275,0,0.275,0.2949,0.0293,0.0742,0.6055,0,0,0,0.3945,0,0,0.6381,0.3619
3105531,0.3285,0.2493,0,0.2493,0.3219,0.0272,0.0731,0.5873,0,0,0,0.4127,0,0,0.6659,0.3341
3105532,0.3267,0.2825,0,0.2825,0.2931,0.0277,0.0699,0.6114,0,0,0,0.3886,0,0,0.6337,0.3663
3105533,0.3281,0.2798,0,0.2798,0.2951,0.0278,0.0692,0.6089,0,0,0,0.3911,0,0,0.6368,0.3632
3105534,0.3271,0.2758,0,0.2758,0.2937,0.0295,0.0739,0.6045,0,0,0,0.3955,0,0,0.6372,0.3628
3105601,0.3443,0.2654,0,0.2654,0.2888,0.0259,0.0756,0.6173,0,0,0,0.3827,0,0,0.6503,0.3497
3105602,0.3391,0.2751,0,0.2751,0.279,0.0285,0.0783,0.6174,0,0,0,0.3826,0,0,0.6379,0.3621
3105603,0.3378,0.2823,0,0.2823,0.2819,0.0262,0.0718,0.6217,0,0,0,0.3783,0,0,0.6354,0.3646
3105604,0.3435,0.2705,0,0.2705,0.2851,0.0255,0.0754,0.6191,0,0,0,0.3809,0,0,0.646,0.354
3105605,0.3306,0.2729,0,0.2729,0.3027,0.0243,0.0695,0.6119,0,0,0,0.3881,0,0,0.646,0.354
3105606,0.328,0.2729,0,0.2729,0.3059,0.025,0.0682,0.609,0,0,0,0.391,0,0,0.6464,0.3536
3105607,0.3365,0.2674,0,0.2674,0.2909,0.0282,0.0771,0.6086,0,0,0,0.3914,0,0,0.6464,0.3536
3105608,0.3544,0.2627,0,0.2627,0.2804,0.0267,0.0758,0.6247,0,0,0,0.3753,0,0,0.653,0.347
3105609,0.3369,0.2679,0,0.2679,0.2922,0.0277,0.0753,0.6109,0,0,0,0.3891,0,0,0.6459,0.3541
3105610,0.3293,0.2729,0,0.2729,0.3008,0.0265,0.0705,0.6086,0,0,0,0.3914,0,0,0.6442,0.3558
3105611,0.3287,0.2811,0,0.2811,0.293,0.0274,0.0698,0.6138,0,0,0,0.3862,0,0,0.6352,0.3648
3105612,0.3296,0.2787,0,0.2787,0.2957,0.0255,0.0705,0.6143,0,0,0,0.3857,0,0,0.6387,0.3613
3105613,0.3291,0.2849,0,0.2849,0.2979,0.0238,0.0643,0.6191,0,0,0,0.3809,0,0,0.6366,0.3634
3105614,0.3281,0.2832,0,0.2832,0.2957,0.026,0.067,0.6151,0,0,0,0.3849,0,0,0.6354,0.3646
3105615,0.3268,0.2827,0,0.2827,0.2958,0.0262,0.0686,0.6151,0,0,0,0.3849,0,0,0.6349,0.3651
3105616,0.3289,0.2862,0,0.2862,0.2953,0.0247,0.0649,0.6197,0,0,0,0.3803,0,0,0.6339,0.3661
3105617,0.3519,0.2642,0,0.2642,0.2759,0.0282,0.0798,0.6231,0,0,0,0.3769,0,0,0.6487,0.3513
3105618,0.355,0.2809,0,0.2809,0.2604,0.0272,0.0764,0.6357,0,0,0,0.3643,0,0,0.6339,0.3661
3105619,0.3435,0.2792,0,0.2792,0.274,0.0283,0.075,0.6244,0,0,0,0.3756,0,0,0.6353,0.3647
3105620,0.3477,0.2551,0,0.2551,0.2869,0.0286,0.0816,0.6129,0,0,0,0.3871,0,0,0.6548,0.3452
3105621,0.3497,0.2662,0,0.2662,0.2789,0.0277,0.0776,0.6218,0,0,0,0.3782,0,0,0.648,0.352
3105703,0.3336,0.2926,0,0.2926,0.2731,0.0275,0.0732,0.6228,0,0,0,0.3772,0,0,0.6226,0.3774
3105704,0.328,0.2826,0,0.2826,0.2931,0.0267,0.0695,0.6143,0,0,0,0.3857,0,0,0.6336,0.3664
3105705,0.3267,0.2749,0,0.2749,0.2979,0.0277,0.0728,0.6063,0,0,0,0.3937,0,0,0.6385,0.3615
3105706,0.325,0.2762,0,0.2762,0.3033,0.026,0.0694,0.6043,0,0,0,0.3957,0,0,0.6369,0.3631
3105707,0.3269,0.2791,0,0.2791,0.2973,0.0269,0.0698,0.6089,0,0,0,0.3911,0,0,0.6348,0.3652
3105801,0.3262,0.2499,0,0.2499,0.3199,0.0287,0.0753,0.5824,0,0,0,0.4176,0,0,0.6634,0.3366
3105803,0.3285,0.2511,0,0.2511,0.3171,0.0294,0.0739,0.587,0,0,0,0.413,0,0,0.6648,0.3352
3105805,0.3281,0.2484,0,0.2484,0.3216,0.0282,0.0738,0.5848,0,0,0,0.4152,0,0,0.6656,0.3344
3105807,0.334,0.2694,0,0.2694,0.295,0.0284,0.0732,0.6048,0,0,0,0.3952,0,0,0.6468,0.3532
3105808,0.3334,0.2562,0,0.2562,0.3176,0.0263,0.0665,0.5962,0,0,0,0.4038,0,0,0.6656,0.3344
3105809,0.3286,0.2646,0,0.2646,0.3125,0.0274,0.0669,0.5941,0,0,0,0.4059,0,0,0.6583,0.3417
3105810,0.3308,0.2417,0,0.2417,0.3277,0.0281,0.0717,0.5805,0,0,0,0.4195,0,0,0.6777,0.3223
3105811,0.3293,0.2469,0,0.2469,0.3254,0.0275,0.0709,0.5824,0,0,0,0.4176,0,0,0.6731,0.3269
3105812,0.3296,0.2408,0,0.2408,0.3301,0.0282,0.0712,0.5781,0,0,0,0.4219,0,0,0.6791,0.3209
3105815,0.3327,0.2559,0,0.2559,0.3169,0.0278,0.0666,0.5913,0,0,0,0.4087,0,0,0.6676,0.3324
3105816,0.3331,0.2374,0,0.2374,0.3271,0.0295,0.0729,0.5784,0,0,0,0.4216,0,0,0.681,0.319
3105817,0.3292,0.2198,0,0.2198,0.3432,0.0288,0.0789,0.564,0,0,0,0.436,0,0,0.6904,0.3096
3105818,0.3272,0.2452,0,0.2452,0.3253,0.0292,0.0732,0.5799,0,0,0,0.4201,0,0,0.6708,0.3292
3105819,0.3251,0.2617,0,0.2617,0.3089,0.0294,0.0749,0.5899,0,0,0,0.4101,0,0,0.6517,0.3483
3105820,0.3303,0.2662,0,0.2662,0.3087,0.0269,0.068,0.6009,0,0,0,0.3991,0,0,0.6524,0.3476
3105821,0.3289,0.2493,0,0.2493,0.3187,0.0288,0.0743,0.5875,0,0,0,0.4125,0,0,0.666,0.334
3105822,0.3267,0.2412,0,0.2412,0.329,0.0279,0.0751,0.5758,0,0,0,0.4242,0,0,0.6711,0.3289
3105823,0.3269,0.2595,0,0.2595,0.3088,0.0295,0.0754,0.5934,0,0,0,0.4066,0,0,0.6545,0.3455
3106301,0.3445,0.2863,0,0.2863,0.2644,0.0278,0.0769,0.6303,0,0,0,0.3697,0,0,0.6262,0.3738
3106302,0.3434,0.2767,0,0.2767,0.2677,0.0301,0.0822,0.6202,0,0,0,0.3798,0,0,0.6309,0.3691
3106303,0.349,0.2916,0,0.2916,0.2518,0.0277,0.0799,0.642,0,0,0,0.358,0,0,0.6182,0.3818
3106304,0.3433,0.2854,0,0.2854,0.2598,0.0289,0.0827,0.6325,0,0,0,0.3675,0,0,0.6217,0.3783
3106309,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
3106335,0.3479,0.3005,0,0.3005,0.2492,0.0262,0.0762,0.647,0,0,0,0.353,0,0,0.6133,0.3867
3106337,0.3437,0.2911,0,0.2911,0.2547,0.0283,0.0822,0.6362,0,0,0,0.3638,0,0,0.6171,0.3829
3110701,0.3256,0.2566,0,0.2566,0.3235,0.0267,0.0676,0.5875,0,0,0,0.4125,0,0,0.6646,0.3354
3110702,0.3246,0.2342,0,0.2342,0.3331,0.0308,0.0772,0.5704,0,0,0,0.4296,0,0,0.6799,0.3201
3110703,0.3261,0.2504,0,0.2504,0.3304,0.0262,0.0669,0.582,0,0,0,0.418,0,0,0.6724,0.3276
3110704,0.3248,0.229,0,0.229,0.3451,0.0284,0.0726,0.5656,0,0,0,0.4344,0,0,0.6893,0.3107
3110705,0.3259,0.2464,0,0.2464,0.3299,0.0281,0.0696,0.5747,0,0,0,0.4253,0,0,0.6731,0.3269
3110706,0.327,0.2465,0,0.2465,0.3286,0.0272,0.0707,0.5807,0,0,0,0.4193,0,0,0.6736,0.3264
3110707,0.326,0.2521,0,0.2521,0.326,0.0272,0.0687,0.584,0,0,0,0.416,0,0,0.6681,0.3319
3110708,0.3224,0.2566,0,0.2566,0.3196,0.0297,0.0717,0.5846,0,0,0,0.4154,0,0,0.6601,0.3399
3110709,0.3225,0.2527,0,0.2527,0.3228,0.03,0.072,0.5819,0,0,0,0.4181,0,0,0.6636,0.3364
3110710,0.3308,0.2316,0,0.2316,0.3447,0.025,0.0679,0.5714,0,0,0,0.4286,0,0,0.692,0.308
3110711,0.3291,0.2311,0,0.2311,0.3453,0.0253,0.0693,0.57,0,0,0,0.43,0,0,0.6911,0.3089
3110712,0.3306,0.2317,0,0.2317,0.3428,0.0261,0.0688,0.5718,0,0,0,0.4282,0,0,0.6906,0.3094
3110713,0.327,0.2374,0,0.2374,0.3341,0.0283,0.0732,0.5727,0,0,0,0.4273,0,0,0.68,0.32
