sa1,fp_alp,fp_lib,fp_nat,fp_lnp,fp_grn,fp_onp,fp_oth,tcp_alp,tcp_lib,tcp_nat,tcp_lnp,tcp_grn,tcp_onp,tcp_oth,tpp_alp,tpp_lnp
1117403,0.1917,0.4343,0.0,0.4343,0.162,0.0469,0.165,0.406,0.594,0.0,0.594,0.0,0.0,0.0,0.406,0.594
1117404,0.1937,0.4294,0.0,0.4294,0.1605,0.0476,0.1689,0.41,0.59,0.0,0.59,0.0,0.0,0.0,0.41,0.59
1117405,0.1885,0.4578,0.0,0.4578,0.1395,0.05,0.1642,0.3847,0.6153,0.0,0.6153,0.0,0.0,0.0,0.3847,0.6153
1117406,0.1925,0.4397,0.0,0.4397,0.154,0.0476,0.1662,0.4027,0.5973,0.0,0.5973,0.0,0.0,0.0,0.4027,0.5973
1117407,0.1963,0.4248,0.0,0.4248,0.1579,0.0485,0.1726,0.4133,0.5867,0.0,0.5867,0.0,0.0,0.0,0.4133,0.5867
1117408,0.1947,0.4257,0.0,0.4257,0.1589,0.0487,0.1721,0.4138,0.5862,0.0,0.5862,0.0,0.0,0.0,0.4138,0.5862
1117409,0.1909,0.4402,0.0,0.4402,0.1514,0.0493,0.1683,0.4003,0.5997,0.0,0.5997,0.0,0.0,0.0,0.4003,0.5997
1117410,0.2003,0.4302,0.0,0.4302,0.1484,0.0475,0.1735,0.4109,0.5891,0.0,0.5891,0.0,0.0,0.0,0.4109,0.5891
1117411,0.1991,0.4327,0.0,0.4327,0.1471,0.0484,0.1726,0.4088,0.5912,0.0,0.5912,0.0,0.0,0.0,0.4088,0.5912
1117412,0.193,0.4547,0.0,0.4547,0.1354,0.0495,0.1674,0.3888,0.6112,0.0,0.6112,0.0,0.0,0.0,0.3888,0.6112
1117413,0.201,0.4352,0.0,0.4352,0.1502,0.0459,0.1678,0.4114,0.5886,0.0,0.5886,0.0,0.0,0.0,0.4114,0.5886
1117414,0.1722,0.5105,0.0,0.5105,0.1081,0.0554,0.1539,0.3392,0.6608,0.0,0.6608,0.0,0.0,0.0,0.3392,0.6608
1117415,0.1975,0.4443,0.0,0.4443,0.1438,0.047,0.1673,0.4017,0.5983,0.0,0.5983,0.0,0.0,0.0,0.4017,0.5983
1117416,0.1959,0.4453,0.0,0.4453,0.1397,0.0491,0.17,0.3971,0.6029,0.0,0.6029,0.0,0.0,0.0,0.3971,0.6029
1117417,0.197,0.4488,0.0,0.4488,0.1403,0.0475,0.1664,0.3963,0.6037,0.0,0.6037,0.0,0.0,0.0,0.3963,0.6037
1117418,0.1955,0.4459,0.0,0.4459,0.1395,0.0495,0.1696,0.3962,0.6038,0.0,0.6038,0.0,0.0,0.0,0.3962,0.6038
1117419,0.2002,0.4415,0.0,0.4415,0.1541,0.043,0.1612,0.4088,0.5912,0.0,0.5912,0.0,0.0,0.0,0.4088,0.5912
1117421,0.2111,0.3161,0.0,0.3161,0.2426,0.04,0.1902,0.52,0.48,0.0,0.48,0.0,0.0,0.0,0.52,0.48
1117423,0.1892,0.4414,0.0,0.4414,0.1497,0.0507,0.169,0.3957,0.6043,0.0,0.6043,0.0,0.0,0.0,0.3957,0.6043
1117424,0.1911,0.4349,0.0,0.4349,0.1399,0.0537,0.1804,0.3956,0.6044,0.0,0.6044,0.0,0.0,0.0,0.3956,0.6044
1117425,0.1935,0.4281,0.0,0.4281,0.1546,0.0498,0.174,0.4052,0.5948,0.0,0.5948,0.0,0.0,0.0,0.4052,0.5948
1117426,0.1921,0.4244,0.0,0.4244,0.1665,0.0476,0.1694,0.4121,0.5879,0.0,0.5879,0.0,0.0,0.0,0.4121,0.5879
1117427,0.1881,0.4491,0.0,0.4491,0.155,0.0475,0.1602,0.3943,0.6057,0.0,0.6057,0.0,0.0,0.0,0.3943,0.6057
1117428,0.1904,0.4289,0.0,0.4289,0.1669,0.0472,0.1666,0.4088,0.5912,0.0,0.5912,0.0,0.0,0.0,0.4088,0.5912
1117429,0.1915,0.4501,0.0,0.4501,0.138,0.0509,0.1695,0.391,0.609,0.0,0.609,0.0,0.0,0.0,0.391,0.609
1117501,0.1617,0.4671,0.0,0.4671,0.1005,0.0732,0.1974,0.3341,0.6659,0.0,0.6659,0.0,0.0,0.0,0.3341,0.6659
1117502,0.1615,0.4639,0.0,0.4639,0.1035,0.0732,0.1978,0.3361,0.6639,0.0,0.6639,0.0,0.0,0.0,0.3361,0.6639
1117503,0.1633,0.465,0.0,0.465,0.1017,0.0724,0.1976,0.337,0.663,0.0,0.663,0.0,0.0,0.0,0.337,0.663
1117504,0.1649,0.4505,0.0,0.4505,0.108,0.0737,0.2029,0.3454,0.6546,0.0,0.6546,0.0,0.0,0.0,0.3454,0.6546
1117505,0.1732,0.5031,0.0,0.5031,0.0703,0.0662,0.1872,0.3226,0.6774,0.0,0.6774,0.0,0.0,0.0,0.3226,0.6774
1117506,0.1748,0.4809,0.0,0.4809,0.1199,0.0544,0.17,0.3556,0.6444,0.0,0.6444,0.0,0.0,0.0,0.3556,0.6444
1117507,0.1723,0.4842,0.0,0.4842,0.1205,0.055,0.168,0.351,0.649,0.0,0.649,0.0,0.0,0.0,0.351,0.649
1117508,0.1704,0.4927,0.0,0.4927,0.1218,0.0532,0.162,0.347,0.653,0.0,0.653,0.0,0.0,0.0,0.347,0.653
1117509,0.1742,0.4987,0.0,0.4987,0.0739,0.0659,0.1873,0.3266,0.6734,0.0,0.6734,0.0,0.0,0.0,0.3266,0.6734
1117511,0.1726,0.5067,0.0,0.5067,0.069,0.0662,0.1855,0.3201,0.6799,0.0,0.6799,0.0,0.0,0.0,0.3201,0.6799
1117512,0.1718,0.5036,0.0,0.5036,0.0764,0.0645,0.1837,0.3244,0.6756,0.0,0.6756,0.0,0.0,0.0,0.3244,0.6756
1117513,0.1728,0.501,0.0,0.501,0.0828,0.0628,0.1806,0.3304,0.6696,0.0,0.6696,0.0,0.0,0.0,0.3304,0.6696
1117514,0.1487,0.4938,0.0,0.4938,0.0947,0.0668,0.1961,0.3158,0.6842,0.0,0.6842,0.0,0.0,0.0,0.3158,0.6842
1117515,0.1536,0.5102,0.0,0.5102,0.0842,0.0658,0.1862,0.3108,0.6892,0.0,0.6892,0.0,0.0,0.0,0.3108,0.6892
1117516,0.1526,0.5147,0.0,0.5147,0.0862,0.0636,0.1828,0.3044,0.6956,0.0,0.6956,0.0,0.0,0.0,0.3044,0.6956
1117517,0.138,0.5119,0.0,0.5119,0.08,0.0755,0.1947,0.2989,0.7011,0.0,0.7011,0.0,0.0,0.0,0.2989,0.7011
1117518,0.1454,0.5365,0.0,0.5365,0.0802,0.0593,0.1786,0.286,0.714,0.0,0.714,0.0,0.0,0.0,0.286,0.714
1117519,0.1504,0.531,0.0,0.531,0.0803,0.0599,0.1784,0.2933,0.7067,0.0,0.7067,0.0,0.0,0.0,0.2933,0.7067
1117520,0.1213,0.6056,0.0,0.6056,0.0624,0.0598,0.1509,0.2385,0.7615,0.0,0.7615,0.0,0.0,0.0,0.2385,0.7615
1117521,0.1821,0.471,0.0,0.471,0.0815,0.0686,0.1967,0.3456,0.6544,0.0,0.6544,0.0,0.0,0.0,0.3456,0.6544
1117522,0.1901,0.4668,0.0,0.4668,0.0676,0.0749,0.2006,0.3478,0.6522,0.0,0.6522,0.0,0.0,0.0,0.3478,0.6522
1117523,0.1914,0.457,0.0,0.457,0.0711,0.076,0.2044,0.353,0.647,0.0,0.647,0.0,0.0,0.0,0.353,0.647
1117524,0.1903,0.4573,0.0,0.4573,0.0701,0.0765,0.2059,0.3506,0.6494,0.0,0.6494,0.0,0.0,0.0,0.3506,0.6494
1117525,0.1837,0.4709,0.0,0.4709,0.0731,0.073,0.1993,0.342,0.658,0.0,0.658,0.0,0.0,0.0,0.342,0.658
1117526,0.1695,0.4998,0.0,0.4998,0.0669,0.0738,0.19,0.2998,0.7002,0.0,0.7002,0.0,0.0,0.0,0.2998,0.7002
1117527,0.1714,0.5013,0.0,0.5013,0.0641,0.074,0.1892,0.2999,0.7001,0.0,0.7001,0.0,0.0,0.0,0.2999,0.7001
1117528,0.1711,0.5003,0.0,0.5003,0.0677,0.0732,0.1877,0.302,0.698,0.0,0.698,0.0,0.0,0.0,0.302,0.698
1117529,0.1582,0.4681,0.0,0.4681,0.0994,0.0753,0.1989,0.3304,0.6696,0.0,0.6696,0.0,0.0,0.0,0.3304,0.6696
1117531,0.1719,0.5,0.0,0.5,0.1021,0.0571,0.169,0.3386,0.6614,0.0,0.6614,0.0,0.0,0.0,0.3386,0.6614
1117532,0.1707,0.5089,0.0,0.5089,0.076,0.0638,0.1806,0.3219,0.6781,0.0,0.6781,0.0,0.0,0.0,0.3219,0.6781
1117533,0.1728,0.4814,0.0,0.4814,0.11,0.0594,0.1764,0.3492,0.6508,0.0,0.6508,0.0,0.0,0.0,0.3492,0.6508
1117534,0.1299,0.5003,0.0,0.5003,0.0851,0.0734,0.2113,0.2933,0.7067,0.0,0.7067,0.0,0.0,0.0,0.2933,0.7067
1117535,0.178,0.4867,0.0,0.4867,0.0852,0.0628,0.1873,0.3393,0.6607,0.0,0.6607,0.0,0.0,0.0,0.3393,0.6607
1117601,0.194,0.4372,0.0,0.4372,0.1217,0.059,0.1881,0.3927,0.6073,0.0,0.6073,0.0,0.0,0.0,0.3927,0.6073
1117602,0.1975,0.4266,0.0,0.4266,0.1231,0.0579,0.195,0.4001,0.5999,0.0,0.5999,0.0,0.0,0.0,0.4001,0.5999
1117603,0.1957,0.4299,0.0,0.4299,0.1226,0.0584,0.1934,0.3957,0.6043,0.0,0.6043,0.0,0.0,0.0,0.3957,0.6043
1117604,0.1985,0.4127,0.0,0.4127,0.1218,0.0606,0.2064,0.4065,0.5935,0.0,0.5935,0.0,0.0,0.0,0.4065,0.5935
1117605,0.1974,0.4162,0.0,0.4162,0.1196,0.0603,0.2064,0.4036,0.5964,0.0,0.5964,0.0,0.0,0.0,0.4036,0.5964
1117606,0.1986,0.4217,0.0,0.4217,0.1205,0.0585,0.2008,0.4009,0.5991,0.0,0.5991,0.0,0.0,0.0,0.4009,0.5991
1117607,0.1938,0.4291,0.0,0.4291,0.127,0.0597,0.1905,0.3946,0.6054,0.0,0.6054,0.0,0.0,0.0,0.3946,0.6054
1117608,0.1979,0.4194,0.0,0.4194,0.1315,0.0589,0.1924,0.4033,0.5967,0.0,0.5967,0.0,0.0,0.0,0.4033,0.5967
1117609,0.1964,0.4219,0.0,0.4219,0.1285,0.0595,0.1937,0.3997,0.6003,0.0,0.6003,0.0,0.0,0.0,0.3997,0.6003
1117610,0.1937,0.4314,0.0,0.4314,0.1222,0.0599,0.1928,0.3922,0.6078,0.0,0.6078,0.0,0.0,0.0,0.3922,0.6078
1117611,0.1966,0.4256,0.0,0.4256,0.1246,0.0575,0.1957,0.3986,0.6014,0.0,0.6014,0.0,0.0,0.0,0.3986,0.6014
1117612,0.1897,0.4476,0.0,0.4476,0.1186,0.0578,0.1863,0.3827,0.6173,0.0,0.6173,0.0,0.0,0.0,0.3827,0.6173
1117613,0.1934,0.43,0.0,0.43,0.1222,0.0601,0.1944,0.3925,0.6075,0.0,0.6075,0.0,0.0,0.0,0.3925,0.6075
1117614,0.1954,0.4206,0.0,0.4206,0.1273,0.0583,0.1984,0.3978,0.6022,0.0,0.6022,0.0,0.0,0.0,0.3978,0.6022
1117615,0.1939,0.4259,0.0,0.4259,0.1256,0.0579,0.1967,0.395,0.605,0.0,0.605,0.0,0.0,0.0,0.395,0.605
1117616,0.1899,0.4417,0.0,0.4417,0.1214,0.0568,0.1902,0.3853,0.6147,0.0,0.6147,0.0,0.0,0.0,0.3853,0.6147
1117617,0.1962,0.4028,0.0,0.4028,0.1314,0.0613,0.2083,0.4019,0.5981,0.0,0.5981,0.0,0.0,0.0,0.4019,0.5981
1117618,0.1951,0.41,0.0,0.41,0.1294,0.0607,0.2047,0.3981,0.6019,0.0,0.6019,0.0,0.0,0.0,0.3981,0.6019
1117619,0.1949,0.4296,0.0,0.4296,0.1222,0.0574,0.1959,0.3898,0.6102,0.0,0.6102,0.0,0.0,0.0,0.3898,0.6102
1117620,0.1951,0.4033,0.0,0.4033,0.1302,0.0621,0.2094,0.4009,0.5991,0.0,0.5991,0.0,0.0,0.0,0.4009,0.5991
1117621,0.1942,0.4302,0.0,0.4302,0.1249,0.059,0.1917,0.393,0.607,0.0,0.607,0.0,0.0,0.0,0.393,0.607
1117622,0.1941,0.4283,0.0,0.4283,0.1266,0.0596,0.1914,0.3942,0.6058,0.0,0.6058,0.0,0.0,0.0,0.3942,0.6058
1117623,0.1941,0.429,0.0,0.429,0.1284,0.0589,0.1896,0.3947,0.6053,0.0,0.6053,0.0,0.0,0.0,0.3947,0.6053
1117624,0.1958,0.432,0.0,0.432,0.1281,0.0577,0.1864,0.3934,0.6066,0.0,0.6066,0.0,0.0,0.0,0.3934,0.6066
1117625,0.1959,0.4293,0.0,0.4293,0.1261,0.0583,0.1905,0.3983,0.6017,0.0,0.6017,0.0,0.0,0.0,0.3983,0.6017
1117626,0.1816,0.4408,0.0,0.4408,0.116,0.0617,0.1999,0.3727,0.6273,0.0,0.6273,0.0,0.0,0.0,0.3727,0.6273
1117627,0.1968,0.4224,0.0,0.4224,0.1142,0.0597,0.207,0.4014,0.5986,0.0,0.5986,0.0,0.0,0.0,0.4014,0.5986
1117628,0.1964,0.4265,0.0,0.4265,0.1336,0.0573,0.1861,0.399,0.601,0.0,0.601,0.0,0.0,0.0,0.399,0.601
1117629,0.1826,0.4769,0.0,0.4769,0.1074,0.0558,0.1773,0.3617,0.6383,0.0,0.6383,0.0,0.0,0.0,0.3617,0.6383
1117630,0.1964,0.4275,0.0,0.4275,0.1227,0.057,0.1964,0.3973,0.6027,0.0,0.6027,0.0,0.0,0.0,0.3973,0.6027
1117631,0.1977,0.4209,0.0,0.4209,0.1253,0.0605,0.1956,0.4061,0.5939,0.0,0.5939,0.0,0.0,0.0,0.4061,0.5939
1117632,0.2001,0.4166,0.0,0.4166,0.1235,0.0623,0.1974,0.4096,0.5904,0.0,0.5904,0.0,0.0,0.0,0.4096,0.5904
1117633,0.2006,0.4176,0.0,0.4176,0.1257,0.061,0.195,0.4091,0.5909,0.0,0.5909,0.0,0.0,0.0,0.4091,0.5909
1117634,0.1958,0.4252,0.0,0.4252,0.1204,0.059,0.1997,0.3998,0.6002,0.0,0.6002,0.0,0.0,0.0,0.3998,0.6002
1117635,0.1969,0.4294,0.0,0.4294,0.1145,0.0579,0.2013,0.3982,0.6018,0.0,0.6018,0.0,0.0,0.0,0.3982,0.6018
1117636,0.1987,0.4183,0.0,0.4183,0.1175,0.0594,0.206,0.4053,0.5947,0.0,0.5947,0.0,0.0,0.0,0.4053,0.5947
1117701,0.1528,0.529,0.0,0.529,0.0746,0.0561,0.1874,0.2894,0.7106,0.0,0.7106,0.0,0.0,0.0,0.2894,0.7106
1117702,0.1511,0.5352,0.0,0.5352,0.0701,0.056,0.1876,0.2841,0.7159,0.0,0.7159,0.0,0.0,0.0,0.2841,0.7159
1117703,0.1496,0.5342,0.0,0.5342,0.0687,0.0552,0.1922,0.2801,0.7199,0.0,0.7199,0.0,0.0,0.0,0.2801,0.7199
1117704,0.1486,0.5408,0.0,0.5408,0.0625,0.0549,0.1932,0.2737,0.7263,0.0,0.7263,0.0,0.0,0.0,0.2737,0.7263
1117705,0.1467,0.5408,0.0,0.5408,0.0632,0.0547,0.1946,0.2723,0.7277,0.0,0.7277,0.0,0.0,0.0,0.2723,0.7277
1117706,0.1548,0.5212,0.0,0.5212,0.078,0.0567,0.1893,0.2959,0.7041,0.0,0.7041,0.0,0.0,0.0,0.2959,0.7041
1117707,0.1462,0.5403,0.0,0.5403,0.0576,0.0552,0.2007,0.268,0.732,0.0,0.732,0.0,0.0,0.0,0.268,0.732
1117708,0.1429,0.553,0.0,0.553,0.0541,0.0542,0.1958,0.2598,0.7402,0.0,0.7402,0.0,0.0,0.0,0.2598,0.7402
1117709,0.1473,0.545,0.0,0.545,0.0606,0.055,0.192,0.2705,0.7295,0.0,0.7295,0.0,0.0,0.0,0.2705,0.7295
1117710,0.1659,0.5144,0.0,0.5144,0.1116,0.0617,0.1465,0.331,0.669,0.0,0.669,0.0,0.0,0.0,0.331,0.669
1117711,0.173,0.4872,0.0,0.4872,0.1202,0.0605,0.159,0.352,0.648,0.0,0.648,0.0,0.0,0.0,0.352,0.648
1117712,0.148,0.5452,0.0,0.5452,0.0641,0.0546,0.1881,0.2735,0.7265,0.0,0.7265,0.0,0.0,0.0,0.2735,0.7265
1117801,0.1507,0.5281,0.0,0.5281,0.07,0.0576,0.1936,0.2927,0.7073,0.0,0.7073,0.0,0.0,0.0,0.2927,0.7073
1117802,0.149,0.5307,0.0,0.5307,0.0682,0.0577,0.1944,0.2895,0.7105,0.0,0.7105,0.0,0.0,0.0,0.2895,0.7105
1117803,0.1469,0.5355,0.0,0.5355,0.0662,0.0584,0.1931,0.2876,0.7124,0.0,0.7124,0.0,0.0,0.0,0.2876,0.7124
1117804,0.1562,0.5193,0.0,0.5193,0.0761,0.0577,0.1907,0.3024,0.6976,0.0,0.6976,0.0,0.0,0.0,0.3024,0.6976
1117805,0.1533,0.5214,0.0,0.5214,0.0732,0.0576,0.1945,0.2975,0.7025,0.0,0.7025,0.0,0.0,0.0,0.2975,0.7025
1117806,0.1502,0.5273,0.0,0.5273,0.058,0.0541,0.2103,0.2754,0.7246,0.0,0.7246,0.0,0.0,0.0,0.2754,0.7246
1117807,0.1597,0.5104,0.0,0.5104,0.0654,0.058,0.2064,0.2996,0.7004,0.0,0.7004,0.0,0.0,0.0,0.2996,0.7004
1117808,0.1578,0.5057,0.0,0.5057,0.0791,0.0581,0.1993,0.3085,0.6915,0.0,0.6915,0.0,0.0,0.0,0.3085,0.6915
1117809,0.1406,0.5376,0.0,0.5376,0.0582,0.0573,0.2064,0.275,0.725,0.0,0.725,0.0,0.0,0.0,0.275,0.725
1117810,0.1707,0.4534,0.0,0.4534,0.0757,0.0723,0.2278,0.3412,0.6588,0.0,0.6588,0.0,0.0,0.0,0.3412,0.6588
